sequence_id,session_number,game_type,difficulty,accuracy,score,response_time,mistakes,accuracy_change,target_difficulty
308,5,My Life Memories,Medium,46.63,4,5.22,4,-10.04,Easy
309,1,Behaviour & Emotional Response,Medium,73.76,4,3.02,2,0.0,Hard
309,2,Behaviour & Emotional Response,Medium,69.61,7,4.85,3,-4.15,Hard
309,3,Behaviour & Emotional Response,Medium,75.47,6,7.26,2,5.86,Hard
309,4,Story & Conversation,Medium,69.11,4,5.55,2,-6.36,Hard
309,5,Memory Match & Recall,Medium,87.86,7,7.52,1,18.75,Hard
310,1,My Life Memories,Easy,66.88,5,5.15,3,0.0,Medium
310,2,Memory Match & Recall,Easy,66.61,4,4.35,2,-0.27,Medium
310,3,Story & Conversation,Easy,69.55,3,1.5,2,2.94,Medium
310,4,My Life Memories,Hard,50.53,5,6.05,5,-19.02,Medium
310,5,Story & Conversation,Easy,68.6,7,6.91,3,18.07,Medium
311,1,Story & Conversation,Medium,47.46,2,7.51,3,0.0,Medium
311,2,Behaviour & Emotional Response,Medium,46.38,5,4.47,5,-1.08,Medium
311,3,Behaviour & Emotional Response,Medium,51.99,3,6.09,3,5.61,Medium
311,4,Everyday Problem Solver,Medium,55.62,6,3.5,4,3.63,Medium
311,5,My Life Memories,Easy,62.68,3,3.77,2,7.06,Medium
312,1,My Life Memories,Medium,61.4,5,5.51,3,0.0,Medium
312,2,Story & Conversation,Medium,49.69,4,6.38,4,-11.71,Medium
312,3,My Life Memories,Easy,73.36,4,6.07,1,23.67,Medium
312,4,Everyday Problem Solver,Easy,76.01,4,5.71,1,2.65,Medium
312,5,My Life Memories,Medium,67.64,5,6.57,3,-8.37,Medium
313,1,Behaviour & Emotional Response,Medium,67.25,5,7.69,3,0.0,Hard
313,2,Memory Match & Recall,Easy,84.67,4,5.01,1,17.42,Hard
313,3,Everyday Problem Solver,Hard,51.18,4,4.34,4,-33.49,Hard
313,4,Story & Conversation,Easy,84.09,8,4.5,2,32.91,Hard
313,5,Memory Match & Recall,Easy,80.15,5,4.53,1,-3.94,Hard
314,1,Memory Match & Recall,Medium,88.0,7,3.43,1,0.0,Hard
314,2,My Life Memories,Easy,94.66,9,3.28,1,6.66,Hard
314,3,Story & Conversation,Medium,84.5,4,4.33,1,-10.16,Hard
314,4,Story & Conversation,Easy,95.46,6,2.73,0,10.96,Hard
314,5,Memory Match & Recall,Easy,98.0,10,3.54,0,2.54,Hard
315,1,Memory Match & Recall,Medium,32.32,2,6.55,4,0.0,Easy
315,2,Everyday Problem Solver,Hard,15.0,1,6.2,7,-17.32,Easy
315,3,My Life Memories,Hard,15.0,1,8.21,4,0.0,Easy
315,4,Everyday Problem Solver,Medium,35.88,4,5.4,6,20.88,Easy
315,5,Everyday Problem Solver,Medium,32.14,2,5.45,3,-3.74,Easy
316,1,Everyday Problem Solver,Medium,37.48,2,5.36,3,0.0,Easy
316,2,Behaviour & Emotional Response,Medium,38.72,2,4.93,4,1.24,Easy
316,3,My Life Memories,Medium,42.4,3,5.06,5,3.68,Easy
316,4,Story & Conversation,Easy,54.76,3,3.29,2,12.36,Easy
316,5,Behaviour & Emotional Response,Medium,41.65,3,3.63,5,-13.11,Easy
317,1,My Life Memories,Medium,62.03,4,6.39,2,0.0,Hard
317,2,Story & Conversation,Hard,72.49,4,5.36,2,10.46,Hard
317,3,Memory Match & Recall,Easy,72.05,7,3.99,3,-0.44,Hard
317,4,Story & Conversation,Easy,88.78,7,3.08,1,16.73,Hard
317,5,Behaviour & Emotional Response,Easy,87.58,5,6.14,1,-1.2,Hard
318,1,Memory Match & Recall,Hard,52.43,5,3.96,5,0.0,Hard
318,2,Behaviour & Emotional Response,Easy,79.51,4,4.11,1,27.08,Hard
318,3,Everyday Problem Solver,Easy,85.95,4,3.67,1,6.44,Hard
318,4,Behaviour & Emotional Response,Easy,87.54,4,6.62,1,1.59,Hard
318,5,Memory Match & Recall,Medium,80.87,5,4.8,1,-6.67,Hard
319,1,Behaviour & Emotional Response,Medium,55.11,3,6.48,3,0.0,Easy
319,2,My Life Memories,Easy,64.99,5,4.53,3,9.88,Easy
319,3,My Life Memories,Medium,60.56,3,4.41,2,-4.43,Easy
319,4,My Life Memories,Medium,53.52,3,5.46,3,-7.04,Easy
319,5,Story & Conversation,Hard,50.89,5,6.49,5,-2.63,Easy
320,1,My Life Memories,Medium,59.32,6,3.97,4,0.0,Medium
320,2,Everyday Problem Solver,Medium,63.77,5,2.89,3,4.45,Medium
320,3,Story & Conversation,Medium,57.6,5,5.61,3,-6.17,Medium
320,4,Behaviour & Emotional Response,Hard,39.72,2,6.49,4,-17.88,Medium
320,5,Memory Match & Recall,Medium,65.67,7,2.31,3,25.95,Medium
321,1,Story & Conversation,Hard,40.58,3,4.82,5,0.0,Medium
321,2,My Life Memories,Easy,88.82,9,3.59,1,48.24,Medium
321,3,Everyday Problem Solver,Hard,51.5,4,5.65,4,-37.32,Medium
321,4,Behaviour & Emotional Response,Easy,94.45,5,2.05,0,42.95,Medium
321,5,Behaviour & Emotional Response,Hard,55.23,3,7.66,3,-39.22,Medium
322,1,Behaviour & Emotional Response,Medium,87.24,5,3.32,1,0.0,Hard
322,2,Behaviour & Emotional Response,Easy,98.0,10,6.13,0,10.76,Hard
322,3,Story & Conversation,Easy,98.0,5,3.24,0,0.0,Hard
322,4,Memory Match & Recall,Hard,80.07,5,5.47,1,-17.93,Hard
322,5,Everyday Problem Solver,Hard,83.85,5,7.37,1,3.78,Hard
323,1,Memory Match & Recall,Medium,66.73,3,6.62,2,0.0,Medium
323,2,Memory Match & Recall,Medium,76.57,8,5.71,2,9.84,Medium
323,3,My Life Memories,Medium,84.99,7,3.49,1,8.42,Medium
323,4,Memory Match & Recall,Medium,77.48,4,4.24,1,-7.51,Medium
323,5,Memory Match & Recall,Hard,57.78,3,6.25,3,-19.7,Medium
324,1,My Life Memories,Hard,71.96,4,5.69,1,0.0,Hard
324,2,My Life Memories,Hard,88.34,4,5.74,1,16.38,Hard
324,3,Story & Conversation,Medium,97.32,10,3.16,0,8.98,Hard
324,4,Story & Conversation,Medium,98.0,5,3.81,0,0.68,Hard
324,5,Behaviour & Emotional Response,Easy,97.86,5,5.65,0,-0.14,Hard
325,1,Memory Match & Recall,Hard,62.69,3,6.07,2,0.0,Hard
325,2,Everyday Problem Solver,Hard,70.32,4,6.01,1,7.63,Hard
325,3,Memory Match & Recall,Medium,82.8,8,4.48,2,12.48,Hard
325,4,Everyday Problem Solver,Easy,96.75,6,4.61,0,13.95,Hard
325,5,Behaviour & Emotional Response,Medium,81.54,5,3.32,1,-15.21,Hard
326,1,Behaviour & Emotional Response,Medium,59.31,6,4.26,4,0.0,Medium
326,2,Memory Match & Recall,Medium,60.91,5,3.73,3,1.6,Medium
326,3,My Life Memories,Medium,80.05,8,6.46,2,19.14,Medium
326,4,Memory Match & Recall,Easy,90.33,5,2.81,1,10.28,Medium
326,5,Behaviour & Emotional Response,Medium,70.73,6,3.38,2,-19.6,Medium
327,1,Everyday Problem Solver,Medium,44.06,4,6.64,6,0.0,Medium
327,2,Story & Conversation,Hard,36.69,3,7.29,5,-7.37,Medium
327,3,Story & Conversation,Medium,56.19,6,7.81,4,19.5,Medium
327,4,Story & Conversation,Medium,45.19,3,6.65,3,-11.0,Medium
327,5,My Life Memories,Medium,62.44,5,3.83,3,17.25,Medium
328,1,Story & Conversation,Hard,65.12,7,5.51,3,0.0,Medium
328,2,My Life Memories,Easy,81.66,4,3.48,1,16.54,Medium
328,3,Story & Conversation,Medium,90.41,5,4.78,1,8.75,Medium
328,4,Story & Conversation,Easy,94.3,6,3.3,0,3.89,Medium
328,5,Everyday Problem Solver,Hard,64.43,3,7.08,2,-29.87,Medium
329,1,Story & Conversation,Hard,25.27,2,6.14,4,0.0,Medium
329,2,Memory Match & Recall,Easy,51.92,4,4.37,4,26.65,Medium
329,3,Everyday Problem Solver,Easy,55.13,4,5.39,4,3.21,Medium
329,4,Behaviour & Emotional Response,Easy,58.66,5,3.35,3,3.53,Medium
329,5,Story & Conversation,Easy,54.05,5,6.0,5,-4.61,Medium
330,1,Behaviour & Emotional Response,Hard,53.18,3,6.3,2,0.0,Medium
330,2,Story & Conversation,Medium,63.05,4,5.05,2,9.87,Medium
330,3,My Life Memories,Hard,75.81,4,4.56,1,12.76,Medium
330,4,Behaviour & Emotional Response,Medium,72.91,4,5.83,1,-2.9,Medium
330,5,Behaviour & Emotional Response,Medium,70.16,4,4.18,1,-2.75,Medium
331,1,Story & Conversation,Easy,75.14,8,4.12,2,0.0,Hard
331,2,My Life Memories,Hard,62.91,3,6.3,2,-12.23,Hard
331,3,Everyday Problem Solver,Medium,73.55,4,4.5,1,10.64,Hard
331,4,My Life Memories,Easy,85.67,4,4.17,1,12.12,Hard
331,5,Story & Conversation,Medium,77.69,5,4.28,1,-7.98,Hard
332,1,Story & Conversation,Medium,51.32,3,5.05,3,0.0,Hard
332,2,Everyday Problem Solver,Easy,63.9,6,3.15,4,12.58,Hard
332,3,My Life Memories,Medium,61.81,3,5.26,2,-2.09,Hard
332,4,Everyday Problem Solver,Medium,66.46,7,4.45,3,4.65,Hard
332,5,Everyday Problem Solver,Easy,75.71,4,5.06,1,9.25,Hard
333,1,My Life Memories,Medium,61.72,3,5.19,2,0.0,Medium
333,2,Behaviour & Emotional Response,Medium,70.36,4,4.95,1,8.64,Medium
333,3,My Life Memories,Medium,57.15,3,5.24,3,-13.21,Medium
333,4,Everyday Problem Solver,Medium,84.45,5,4.39,1,27.3,Medium
333,5,My Life Memories,Medium,68.3,4,5.4,2,-16.15,Medium
334,1,Behaviour & Emotional Response,Medium,71.84,4,3.42,2,0.0,Medium
334,2,Everyday Problem Solver,Easy,80.57,8,5.06,2,8.73,Medium
334,3,Story & Conversation,Medium,66.83,3,5.37,2,-13.74,Medium
334,4,Memory Match & Recall,Medium,75.36,8,5.94,2,8.53,Medium
334,5,Story & Conversation,Easy,73.83,6,5.39,2,-1.53,Medium
335,1,Story & Conversation,Medium,59.47,3,5.11,2,0.0,Hard
335,2,Story & Conversation,Easy,69.63,6,5.87,2,10.16,Hard
335,3,Behaviour & Emotional Response,Hard,49.53,5,4.56,5,-20.1,Hard
335,4,Behaviour & Emotional Response,Easy,71.17,4,4.65,1,21.64,Hard
335,5,Everyday Problem Solver,Easy,82.4,7,5.06,1,11.23,Hard
336,1,Everyday Problem Solver,Medium,62.15,3,5.32,2,0.0,Medium
336,2,Memory Match & Recall,Medium,56.39,3,4.87,3,-5.76,Medium
336,3,Behaviour & Emotional Response,Hard,41.44,3,6.98,5,-14.95,Medium
336,4,Memory Match & Recall,Easy,69.05,3,5.72,2,27.61,Medium
336,5,Story & Conversation,Medium,58.48,3,4.65,2,-10.57,Medium
337,1,Story & Conversation,Easy,63.42,4,5.61,2,0.0,Medium
337,2,Everyday Problem Solver,Medium,51.59,4,6.37,4,-11.83,Medium
337,3,Behaviour & Emotional Response,Medium,63.14,4,3.9,2,11.55,Medium
337,4,Memory Match & Recall,Medium,50.9,3,4.92,2,-12.24,Medium
337,5,Story & Conversation,Easy,69.27,6,3.82,2,18.37,Medium
338,1,Everyday Problem Solver,Medium,82.83,7,4.88,1,0.0,Hard
338,2,Memory Match & Recall,Medium,73.17,4,3.34,1,-9.66,Hard
338,3,Memory Match & Recall,Medium,84.97,7,2.26,1,11.8,Hard
338,4,Story & Conversation,Hard,78.86,4,5.48,1,-6.11,Hard
338,5,Story & Conversation,Hard,93.74,9,8.32,1,14.88,Hard
339,1,Everyday Problem Solver,Hard,44.64,2,7.14,3,0.0,Hard
339,2,Story & Conversation,Medium,69.0,3,2.98,2,24.36,Hard
339,3,Everyday Problem Solver,Easy,59.56,6,3.78,4,-9.44,Hard
339,4,Behaviour & Emotional Response,Hard,53.27,3,6.47,2,-6.29,Hard
339,5,Memory Match & Recall,Easy,79.7,6,2.92,2,26.43,Hard
340,1,Story & Conversation,Medium,30.41,2,4.26,4,0.0,Easy
340,2,Memory Match & Recall,Easy,24.65,2,4.98,6,-5.76,Easy
340,3,Story & Conversation,Medium,33.02,2,5.09,4,8.37,Easy
340,4,Behaviour & Emotional Response,Easy,37.01,2,4.51,3,3.99,Easy
340,5,Story & Conversation,Hard,17.03,1,4.55,4,-19.98,Easy
341,1,Behaviour & Emotional Response,Hard,40.41,2,6.36,4,0.0,Medium
341,2,Everyday Problem Solver,Easy,61.79,6,3.31,4,21.38,Medium
341,3,Everyday Problem Solver,Easy,61.19,6,1.9,4,-0.6,Medium
341,4,Behaviour & Emotional Response,Hard,42.85,3,7.67,3,-18.34,Medium
341,5,My Life Memories,Easy,56.43,3,3.85,3,13.58,Medium
342,1,My Life Memories,Hard,60.45,5,5.28,3,0.0,Medium
342,2,My Life Memories,Medium,62.28,4,2.64,2,1.83,Medium
342,3,Everyday Problem Solver,Medium,68.56,4,7.4,2,6.28,Medium
342,4,Everyday Problem Solver,Easy,81.1,5,4.32,1,12.54,Medium
342,5,My Life Memories,Hard,60.87,4,5.8,2,-20.23,Medium
343,1,Behaviour & Emotional Response,Hard,40.74,3,6.24,5,0.0,Medium
343,2,Memory Match & Recall,Medium,49.41,2,3.93,3,8.67,Medium
343,3,Everyday Problem Solver,Easy,68.63,4,5.25,2,19.22,Medium
343,4,Memory Match & Recall,Medium,48.99,5,6.31,5,-19.64,Medium
343,5,My Life Memories,Easy,60.82,5,3.58,3,11.83,Medium
344,1,Everyday Problem Solver,Medium,37.98,2,5.76,3,0.0,Medium
344,2,Everyday Problem Solver,Easy,49.12,4,3.13,4,11.14,Medium
344,3,Behaviour & Emotional Response,Medium,39.15,2,5.08,4,-9.97,Medium
344,4,Behaviour & Emotional Response,Easy,62.2,3,4.11,2,23.05,Medium
344,5,Story & Conversation,Easy,58.35,6,3.13,4,-3.85,Medium
345,1,Everyday Problem Solver,Medium,63.66,6,5.37,4,0.0,Medium
345,2,Story & Conversation,Easy,73.15,7,4.63,3,9.49,Medium
345,3,My Life Memories,Medium,77.79,5,5.58,1,4.64,Medium
345,4,Everyday Problem Solver,Easy,78.99,8,4.68,2,1.2,Medium
345,5,Memory Match & Recall,Hard,59.52,6,5.83,4,-19.47,Medium
346,1,Everyday Problem Solver,Medium,54.13,3,5.32,3,0.0,Medium
346,2,Everyday Problem Solver,Easy,60.66,6,3.3,4,6.53,Medium
346,3,Behaviour & Emotional Response,Medium,49.78,4,3.18,4,-10.88,Medium
346,4,My Life Memories,Hard,40.31,4,6.17,6,-9.47,Medium
346,5,My Life Memories,Medium,55.76,6,5.67,4,15.45,Medium
347,1,Story & Conversation,Medium,48.71,2,5.9,3,0.0,Medium
347,2,Behaviour & Emotional Response,Easy,76.89,8,3.19,2,28.18,Medium
347,3,Memory Match & Recall,Hard,54.04,3,4.84,3,-22.85,Medium
347,4,Behaviour & Emotional Response,Medium,65.61,3,3.46,2,11.57,Medium
347,5,Behaviour & Emotional Response,Medium,55.76,3,4.59,2,-9.85,Medium
348,1,Everyday Problem Solver,Easy,65.76,7,3.05,3,0.0,Easy
348,2,Story & Conversation,Medium,57.24,5,5.37,3,-8.52,Easy
348,3,My Life Memories,Easy,70.87,6,4.65,2,13.63,Easy
348,4,Behaviour & Emotional Response,Hard,46.62,3,7.33,3,-24.25,Easy
348,5,My Life Memories,Hard,45.09,5,6.52,5,-1.53,Easy
349,1,Memory Match & Recall,Medium,80.61,4,4.61,1,0.0,Hard
349,2,Everyday Problem Solver,Medium,76.06,5,6.13,1,-4.55,Hard
349,3,My Life Memories,Medium,72.19,7,3.76,3,-3.87,Hard
349,4,Memory Match & Recall,Easy,89.84,5,5.77,1,17.65,Hard
349,5,My Life Memories,Easy,96.01,8,3.07,0,6.17,Hard
350,1,Everyday Problem Solver,Medium,51.66,3,4.23,2,0.0,Medium
350,2,Memory Match & Recall,Easy,72.72,7,2.77,3,21.06,Medium
350,3,Story & Conversation,Easy,78.0,8,5.37,2,5.28,Medium
350,4,Behaviour & Emotional Response,Medium,66.39,4,4.41,2,-11.61,Medium
350,5,My Life Memories,Medium,60.45,3,3.3,2,-5.94,Medium
351,1,Everyday Problem Solver,Hard,43.09,3,7.51,3,0.0,Easy
351,2,Everyday Problem Solver,Hard,34.99,2,5.58,4,-8.1,Easy
351,3,Memory Match & Recall,Medium,54.22,4,3.39,4,19.23,Easy
351,4,My Life Memories,Easy,70.18,4,3.57,2,15.96,Easy
351,5,Memory Match & Recall,Hard,44.96,3,5.4,3,-25.22,Easy
352,1,Memory Match & Recall,Medium,48.12,4,4.86,4,0.0,Easy
352,2,Memory Match & Recall,Medium,47.43,5,4.25,5,-0.69,Easy
352,3,Behaviour & Emotional Response,Hard,41.08,4,7.96,6,-6.35,Easy
352,4,Everyday Problem Solver,Easy,63.5,6,5.69,4,22.42,Easy
352,5,My Life Memories,Medium,45.82,2,5.32,3,-17.68,Easy
353,1,Behaviour & Emotional Response,Medium,34.68,2,4.34,4,0.0,Easy
353,2,Behaviour & Emotional Response,Easy,62.19,4,5.64,2,27.51,Easy
353,3,Memory Match & Recall,Easy,58.0,3,2.7,2,-4.19,Easy
353,4,Story & Conversation,Easy,56.86,3,4.91,2,-1.14,Easy
353,5,Behaviour & Emotional Response,Hard,38.59,3,3.78,5,-18.27,Easy
354,1,Story & Conversation,Hard,34.26,2,6.67,3,0.0,Medium
354,2,Memory Match & Recall,Medium,34.97,2,5.03,4,0.71,Medium
354,3,Everyday Problem Solver,Medium,50.5,3,6.12,3,15.53,Medium
354,4,My Life Memories,Medium,55.3,4,5.76,4,4.8,Medium
354,5,Memory Match & Recall,Easy,57.85,5,2.25,3,2.55,Medium
355,1,Story & Conversation,Medium,60.11,6,6.69,4,0.0,Medium
355,2,Memory Match & Recall,Medium,59.87,3,5.54,2,-0.24,Medium
355,3,Story & Conversation,Medium,59.38,3,4.36,2,-0.49,Medium
355,4,Story & Conversation,Easy,67.82,7,6.46,3,8.44,Medium
355,5,Behaviour & Emotional Response,Easy,64.45,4,6.42,2,-3.37,Medium
356,1,Behaviour & Emotional Response,Easy,73.12,4,2.73,1,0.0,Easy
356,2,My Life Memories,Medium,60.19,5,4.13,3,-12.93,Easy
356,3,My Life Memories,Medium,49.68,4,5.36,4,-10.51,Easy
356,4,Story & Conversation,Medium,65.73,5,3.96,3,16.05,Easy
356,5,Everyday Problem Solver,Medium,52.18,5,4.97,5,-13.55,Easy
357,1,Behaviour & Emotional Response,Medium,61.98,6,6.14,4,0.0,Medium
357,2,My Life Memories,Hard,47.83,3,8.14,3,-14.15,Medium
357,3,Story & Conversation,Hard,51.03,3,5.48,2,3.2,Medium
357,4,Memory Match & Recall,Easy,63.52,3,4.18,2,12.49,Medium
357,5,Everyday Problem Solver,Medium,62.67,6,6.15,4,-0.85,Medium
358,1,My Life Memories,Easy,69.86,6,4.65,2,0.0,Hard
358,2,Behaviour & Emotional Response,Hard,60.47,4,7.65,2,-9.39,Hard
358,3,Memory Match & Recall,Medium,75.26,6,5.81,2,14.79,Hard
358,4,Story & Conversation,Medium,71.8,6,5.39,2,-3.46,Hard
358,5,Story & Conversation,Medium,80.43,6,3.26,2,8.63,Hard
359,1,Memory Match & Recall,Easy,60.12,5,4.97,3,0.0,Medium
359,2,Story & Conversation,Medium,63.64,3,4.27,2,3.52,Medium
359,3,Everyday Problem Solver,Easy,53.42,4,4.08,4,-10.22,Medium
359,4,My Life Memories,Hard,52.74,3,6.52,2,-0.68,Medium
359,5,Everyday Problem Solver,Medium,63.33,6,4.66,4,10.59,Medium
360,1,Behaviour & Emotional Response,Hard,31.91,3,5.04,7,0.0,Medium
360,2,My Life Memories,Hard,43.42,2,6.64,3,11.51,Medium
360,3,Behaviour & Emotional Response,Easy,50.33,4,3.86,4,6.91,Medium
360,4,Behaviour & Emotional Response,Medium,44.76,3,4.85,3,-5.57,Medium
360,5,Behaviour & Emotional Response,Medium,53.52,4,5.3,4,8.76,Medium
361,1,Memory Match & Recall,Hard,48.37,4,5.97,4,0.0,Medium
361,2,Memory Match & Recall,Easy,65.14,7,3.75,3,16.77,Medium
361,3,Behaviour & Emotional Response,Hard,42.2,4,6.34,6,-22.94,Medium
361,4,Everyday Problem Solver,Medium,42.19,3,7.58,5,-0.01,Medium
361,5,Story & Conversation,Medium,62.77,5,4.52,3,20.58,Medium
362,1,My Life Memories,Easy,55.55,3,4.66,3,0.0,Easy
362,2,Story & Conversation,Medium,47.1,4,5.35,4,-8.45,Easy
362,3,Everyday Problem Solver,Medium,49.5,3,6.84,3,2.4,Easy
362,4,Memory Match & Recall,Medium,51.37,3,3.83,2,1.87,Easy
362,5,Everyday Problem Solver,Hard,45.64,5,7.9,5,-5.73,Easy
363,1,Behaviour & Emotional Response,Easy,98.0,10,4.51,0,0.0,Hard
363,2,Behaviour & Emotional Response,Easy,94.01,8,4.91,0,-3.99,Hard
363,3,My Life Memories,Medium,94.71,8,7.05,0,0.7,Hard
363,4,Story & Conversation,Easy,98.0,5,2.19,0,3.29,Hard
363,5,Behaviour & Emotional Response,Medium,98.0,6,2.35,0,0.0,Hard
364,1,Everyday Problem Solver,Medium,58.88,6,5.06,4,0.0,Medium
364,2,My Life Memories,Medium,60.3,3,4.63,2,1.42,Medium
364,3,Memory Match & Recall,Easy,94.13,5,4.68,0,33.83,Medium
364,4,Behaviour & Emotional Response,Hard,58.59,5,5.79,3,-35.54,Medium
364,5,My Life Memories,Hard,65.37,3,6.34,2,6.78,Medium
365,1,Behaviour & Emotional Response,Medium,43.05,3,1.91,5,0.0,Easy
365,2,Memory Match & Recall,Medium,37.22,3,4.62,5,-5.83,Easy
365,3,Everyday Problem Solver,Easy,56.3,3,4.58,3,19.08,Easy
365,4,Story & Conversation,Easy,45.56,4,3.45,4,-10.74,Easy
365,5,My Life Memories,Medium,46.69,4,5.03,4,1.13,Easy
366,1,Everyday Problem Solver,Easy,58.43,3,5.37,2,0.0,Medium
366,2,Memory Match & Recall,Hard,37.71,2,5.89,3,-20.72,Medium
366,3,Everyday Problem Solver,Medium,67.33,5,3.25,3,29.62,Medium
366,4,Story & Conversation,Easy,54.7,4,5.5,4,-12.63,Medium
366,5,Behaviour & Emotional Response,Easy,63.24,3,4.11,2,8.54,Medium
367,1,Story & Conversation,Medium,46.72,4,7.04,4,0.0,Medium
367,2,Behaviour & Emotional Response,Medium,54.6,3,6.1,3,7.88,Medium
367,3,Memory Match & Recall,Medium,42.79,2,3.78,3,-11.81,Medium
367,4,Memory Match & Recall,Medium,35.75,2,4.24,3,-7.04,Medium
367,5,My Life Memories,Medium,60.02,6,5.64,4,24.27,Medium
368,1,Behaviour & Emotional Response,Medium,56.54,5,4.22,3,0.0,Medium
368,2,Everyday Problem Solver,Medium,59.41,3,5.94,2,2.87,Medium
368,3,My Life Memories,Medium,49.98,2,5.46,3,-9.43,Medium
368,4,My Life Memories,Easy,76.77,6,3.89,2,26.79,Medium
368,5,My Life Memories,Medium,66.88,4,8.34,2,-9.89,Medium
369,1,Everyday Problem Solver,Hard,48.79,4,5.02,4,0.0,Medium
369,2,Story & Conversation,Medium,61.02,5,5.56,3,12.23,Medium
369,3,Story & Conversation,Medium,62.6,3,3.78,2,1.58,Medium
369,4,Memory Match & Recall,Medium,64.17,5,6.74,3,1.57,Medium
369,5,My Life Memories,Medium,67.13,4,6.12,2,2.96,Medium
370,1,Story & Conversation,Medium,60.94,4,5.35,2,0.0,Medium
370,2,Behaviour & Emotional Response,Easy,62.24,3,4.88,2,1.3,Medium
370,3,Story & Conversation,Medium,53.49,3,4.31,2,-8.75,Medium
370,4,Story & Conversation,Medium,62.08,6,5.36,4,8.59,Medium
370,5,Behaviour & Emotional Response,Medium,55.31,3,6.32,3,-6.77,Medium
371,1,Behaviour & Emotional Response,Easy,74.35,7,2.56,3,0.0,Medium
371,2,My Life Memories,Easy,79.21,5,3.83,1,4.86,Medium
371,3,Behaviour & Emotional Response,Medium,72.26,7,4.49,3,-6.95,Medium
371,4,Behaviour & Emotional Response,Medium,61.04,4,4.55,2,-11.22,Medium
371,5,Everyday Problem Solver,Medium,72.75,4,5.68,1,11.71,Medium
372,1,Behaviour & Emotional Response,Hard,47.6,2,3.63,3,0.0,Easy
372,2,Behaviour & Emotional Response,Medium,58.89,5,4.76,3,11.29,Easy
372,3,Behaviour & Emotional Response,Easy,67.68,7,4.55,3,8.79,Easy
372,4,Everyday Problem Solver,Easy,70.86,7,3.97,3,3.18,Easy
372,5,Memory Match & Recall,Medium,48.94,5,6.81,5,-21.92,Easy
373,1,Story & Conversation,Medium,59.63,3,6.5,2,0.0,Medium
373,2,Memory Match & Recall,Easy,63.61,4,5.21,2,3.98,Medium
373,3,Behaviour & Emotional Response,Hard,45.76,2,5.78,3,-17.85,Medium
373,4,Everyday Problem Solver,Medium,63.23,6,3.19,4,17.47,Medium
373,5,Behaviour & Emotional Response,Easy,69.62,7,6.06,3,6.39,Medium
374,1,Everyday Problem Solver,Easy,82.92,7,4.63,1,0.0,Medium
374,2,Story & Conversation,Medium,73.03,6,6.54,2,-9.89,Medium
374,3,My Life Memories,Medium,75.09,6,5.18,2,2.06,Medium
374,4,Memory Match & Recall,Medium,84.67,8,3.89,2,9.58,Medium
374,5,Everyday Problem Solver,Hard,76.65,4,3.85,1,-8.02,Medium
375,1,Story & Conversation,Hard,70.21,4,5.45,1,0.0,Hard
375,2,Memory Match & Recall,Medium,74.6,6,4.36,2,4.39,Hard
375,3,Memory Match & Recall,Hard,69.21,3,5.02,2,-5.39,Hard
375,4,Everyday Problem Solver,Medium,88.12,9,5.94,1,18.91,Hard
375,5,Story & Conversation,Medium,91.69,9,5.14,1,3.57,Hard
376,1,My Life Memories,Medium,38.28,2,7.35,4,0.0,Medium
376,2,Everyday Problem Solver,Medium,40.66,2,7.16,4,2.38,Medium
376,3,Behaviour & Emotional Response,Medium,45.11,4,5.14,4,4.45,Medium
376,4,My Life Memories,Easy,64.49,4,6.01,2,19.38,Medium
376,5,Everyday Problem Solver,Easy,58.9,3,4.06,2,-5.59,Medium
377,1,Everyday Problem Solver,Medium,61.19,6,6.08,4,0.0,Medium
377,2,My Life Memories,Hard,48.69,3,6.65,3,-12.5,Medium
377,3,Memory Match & Recall,Easy,81.99,8,4.8,2,33.3,Medium
377,4,My Life Memories,Hard,53.53,5,4.05,5,-28.46,Medium
377,5,Behaviour & Emotional Response,Easy,59.38,6,4.99,4,5.85,Medium
378,1,Behaviour & Emotional Response,Hard,43.49,4,6.24,6,0.0,Medium
378,2,Story & Conversation,Easy,69.72,7,5.8,3,26.23,Medium
378,3,Behaviour & Emotional Response,Easy,72.09,7,3.53,3,2.37,Medium
378,4,Everyday Problem Solver,Medium,69.02,6,4.69,2,-3.07,Medium
378,5,My Life Memories,Hard,55.74,4,5.28,4,-13.28,Medium
379,1,Memory Match & Recall,Hard,38.76,4,6.01,6,0.0,Medium
379,2,Story & Conversation,Easy,64.63,6,4.16,4,25.87,Medium
379,3,Memory Match & Recall,Easy,52.23,4,4.06,4,-12.4,Medium
379,4,My Life Memories,Medium,59.52,3,4.67,2,7.29,Medium
379,5,Everyday Problem Solver,Medium,54.77,3,6.25,2,-4.75,Medium
380,1,Behaviour & Emotional Response,Medium,40.06,3,4.99,5,0.0,Medium
380,2,Behaviour & Emotional Response,Easy,57.92,5,3.38,3,17.86,Medium
380,3,Behaviour & Emotional Response,Medium,51.27,5,5.68,5,-6.65,Medium
380,4,My Life Memories,Medium,53.76,5,5.44,5,2.49,Medium
380,5,Behaviour & Emotional Response,Medium,66.2,7,4.56,3,12.44,Medium
381,1,Story & Conversation,Hard,49.12,4,4.89,4,0.0,Medium
381,2,Story & Conversation,Easy,72.17,6,3.85,2,23.05,Medium
381,3,Behaviour & Emotional Response,Easy,79.33,8,7.18,2,7.16,Medium
